,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
9014,36921.3,2843.82,1456.79,7.0,439.0,885.0,452.87300000000005,298.836,400.1,2382.63,72.0,0.551732,29925.0,0.622242,1.98836,86.0065,1.17848,44517.1,neurogliaform
9015,29461.3,2308.46,1810.71,7.0,355.0,717.0,357.309,528.477,410.269,1966.82,44.0,0.591698,26424.0,0.583991,1.89668,84.3313,1.15519,38693.8,neurogliaform
9016,59223.2,5509.72,1579.67,11.0,583.0,1177.0,462.825,720.36,490.686,3332.83,70.0,0.578076,45161.0,0.629214,1.89037,83.946,1.15821,69202.4,neurogliaform
9017,19953.6,1280.16,1369.71,6.0,273.0,552.0,307.607,339.207,289.603,1515.64,47.0,0.6428229999999999,18493.0,0.6036,1.9679900000000001,91.7644,1.13166,28429.6,neurogliaform
9018,15170.7,1093.36,780.3380000000001,12.0,400.0,812.0,463.099,438.58099999999996,375.616,1947.44,57.0,0.714108,22787.0,0.649492,1.88893,89.4858,1.09886,35811.9,neurogliaform
9019,20824.4,2132.0,1067.14,4.0,188.0,380.0,584.561,571.617,422.25699999999995,915.4739999999999,21.0,0.77757,10981.0,0.540825,1.77853,95.9653,1.05954,24514.6,Others
9020,19137.4,2676.36,1278.17,7.0,233.0,473.0,352.841,642.499,430.23400000000004,637.867,21.0,0.751911,12235.0,0.537462,1.63647,83.7583,1.07946,21972.6,Others
9021,28921.0,2666.5,975.735,7.0,448.0,903.0,622.159,452.26300000000003,418.291,722.346,25.0,0.767446,20917.0,0.581203,1.7035900000000002,86.9283,1.07664,37849.8,Others
9022,11465.0,715.775,646.023,10.0,252.0,514.0,410.668,342.605,419.48400000000004,625.307,26.0,0.729722,12570.0,0.570242,1.6562,84.5124,1.09117,23145.6,Others
9023,37746.7,6608.19,1623.67,10.0,164.0,338.0,559.567,628.221,525.526,844.178,16.0,0.766612,9420.0,0.510071,1.70792,95.2111,1.06031,24929.7,Others
9024,11705.6,1117.27,705.6310000000001,6.0,193.0,392.0,390.296,338.81199999999995,396.46,552.7040000000001,20.0,0.753041,8762.0,0.573345,1.75806,84.7747,1.09208,14325.6,Others
9025,15624.8,1549.67,1667.35,8.0,215.0,438.0,411.709,400.51099999999997,432.95300000000003,820.0360000000001,30.0,0.6473810000000001,11145.0,0.5816479999999999,1.7729099999999998,84.8109,1.1250799999999999,19538.9,Others
9026,19329.2,3132.38,878.4789999999999,8.0,104.0,216.0,507.274,424.333,432.895,697.471,19.0,0.725402,6750.0,0.553281,1.7067599999999998,86.34100000000001,1.08246,16499.9,Others
9027,32133.2,4959.1,1474.73,6.0,184.0,374.0,452.85699999999997,635.999,441.61400000000003,813.9060000000001,19.0,0.8233729999999999,6710.0,0.5377970000000001,1.8077299999999998,87.4555,1.04749,19356.4,Others
9028,20418.0,2030.04,854.628,7.0,213.0,433.0,420.005,479.245,370.7,678.8860000000001,16.0,0.758717,11251.0,0.511459,1.83644,91.6275,1.07562,21028.2,Others
9029,36286.6,4856.6,1257.75,7.0,225.0,457.0,481.86,612.01,410.837,615.263,19.0,0.754684,9882.0,0.524724,1.83178,95.6843,1.07094,23481.3,Others
9030,28901.8,4298.14,1005.0,8.0,186.0,380.0,273.76,490.21,361.616,552.82,18.0,0.792359,7344.0,0.508772,1.76868,94.3743,1.0590600000000001,19087.2,Others
9031,26708.0,3661.51,1554.36,9.0,121.0,251.0,540.284,493.083,494.842,742.679,15.0,0.7713399999999999,8204.0,0.457737,1.8217400000000001,94.8788,1.06314,19859.4,Others
9032,25016.9,3254.09,1781.47,11.0,174.0,359.0,446.186,569.021,477.031,779.678,23.0,0.776189,9472.0,0.5245270000000001,1.8057900000000002,94.6683,1.06156,22688.6,Others
9033,29801.7,3995.73,882.283,11.0,146.0,303.0,440.69,599.8,476.106,981.4960000000001,17.0,0.755282,9822.0,0.510041,1.80483,91.0901,1.0720100000000001,23693.3,Others
9034,36398.5,5096.27,1011.02,8.0,225.0,458.0,395.88199999999995,584.7090000000001,402.86400000000003,639.174,19.0,0.749626,25539.0,0.527235,1.6774900000000001,89.6211,1.07575,25190.2,Others
9035,31301.3,4553.79,1033.94,6.0,228.0,462.0,356.417,509.829,341.81800000000004,639.351,19.0,0.731815,28492.0,0.522872,1.5983,91.5799,1.0832,24561.0,Others
9036,32260.4,3959.87,1257.66,7.0,227.0,461.0,448.69800000000004,584.132,447.126,687.699,21.0,0.758944,24401.0,0.561688,1.69485,87.5719,1.06968,25958.2,Others
9037,33091.3,4117.48,1240.03,8.0,325.0,658.0,282.89,500.99800000000005,405.343,831.27,30.0,0.720504,29023.0,0.56758,1.8972099999999998,89.04799999999999,1.09905,27643.1,Others
9038,16766.4,1594.76,1398.63,7.0,138.0,283.0,428.79699999999997,521.751,452.337,1934.43,39.0,0.696883,7381.0,0.5861810000000001,1.8321599999999998,91.6061,1.09323,17629.2,Others
9039,32321.5,5954.61,1606.59,5.0,156.0,317.0,369.38,550.92,398.56699999999995,677.3439999999999,19.0,0.838249,7077.0,0.473533,1.67403,94.5773,1.03921,19372.7,Others
9040,12939.8,1813.64,1078.33,7.0,115.0,237.0,189.331,287.959,202.507,477.29699999999997,16.0,0.698682,5527.0,0.506178,1.62195,77.7966,1.09471,11008.2,shrub cell
9041,11251.8,1026.17,517.456,4.0,180.0,364.0,274.255,288.531,238.995,834.6089999999999,28.0,0.732232,7655.0,0.616099,1.7565400000000002,85.7135,1.08669,14777.3,shrub cell
9042,8962.66,922.7310000000001,1095.14,8.0,172.0,352.0,238.77,289.04,235.0,595.119,22.0,0.7647430000000001,6066.0,0.588842,1.819,83.8071,1.07322,14457.0,shrub cell
9043,12801.5,1406.15,1008.48,6.0,130.0,266.0,270.991,293.85200000000003,228.34900000000002,467.161,15.0,0.662909,6847.0,0.552908,1.8268799999999998,90.9341,1.12539,12389.3,shrub cell
9044,20204.2,3636.98,1237.94,8.0,115.0,238.0,212.49,303.29,197.111,457.24699999999996,16.0,0.732586,5303.0,0.504061,1.75223,99.0786,1.0782,11631.8,shrub cell
9045,10375.3,954.262,1203.3,9.0,140.0,289.0,200.84900000000002,248.237,232.03400000000002,732.2589999999999,24.0,0.645634,7387.0,0.5044569999999999,1.8001,86.2902,1.13132,11669.2,shrub cell
9046,15828.1,2399.08,620.443,8.0,141.0,290.0,294.08099999999996,319.281,234.25900000000001,553.8969999999999,23.0,0.8002130000000001,6073.0,0.516662,1.9776799999999999,89.9188,1.05619,14578.1,shrub cell
9047,20201.9,2676.91,1895.23,6.0,192.0,390.0,241.50099999999998,257.70599999999996,247.25400000000002,563.105,18.0,0.7472810000000001,7779.0,0.502441,1.88484,93.0326,1.07405,13507.4,shrub cell
9048,18087.5,2866.15,2771.32,7.0,150.0,307.0,282.77099999999996,266.069,262.704,483.48199999999997,16.0,0.778099,9138.0,0.580489,1.64852,86.3588,1.0655700000000001,15093.0,shrub cell
9049,18859.1,2304.39,1356.97,6.0,213.0,432.0,251.465,306.47900000000004,242.755,537.279,20.0,0.692743,12448.0,0.555289,1.9032900000000001,87.6259,1.12458,15263.7,shrub cell
9050,12489.0,1295.37,757.701,7.0,123.0,253.0,333.039,373.221,323.212,590.226,21.0,0.711361,7629.0,0.577869,1.7162400000000002,84.7561,1.09847,11998.9,shrub cell
9051,16032.7,2319.09,1174.73,10.0,102.0,214.0,250.407,357.108,241.726,620.203,24.0,0.741334,5017.0,0.521423,1.8169099999999998,97.3122,1.07812,12136.0,shrub cell
9052,16272.4,1747.2,781.9119999999999,5.0,146.0,297.0,333.569,347.16,324.796,1007.61,24.0,0.65767,8106.0,0.576751,1.8602,91.133,1.1152799999999998,14901.5,shrub cell
9053,22616.4,3708.64,942.815,6.0,158.0,322.0,312.829,280.23,261.933,528.031,21.0,0.754959,6695.0,0.523986,1.74344,94.0258,1.06713,15414.7,shrub cell
9054,14941.4,2110.12,1398.49,7.0,114.0,235.0,292.64,268.339,208.868,527.2090000000001,22.0,0.777423,4700.0,0.620816,1.92163,96.1184,1.06179,11621.2,shrub cell
9055,11725.2,1326.03,1317.06,7.0,207.0,421.0,363.295,546.137,440.355,1460.21,46.0,0.69025,12326.0,0.626668,1.8924299999999998,89.1819,1.09731,24523.0,horizontally elongated
9056,9708.1,831.829,578.307,4.0,201.0,406.0,258.284,405.925,345.83,1479.31,29.0,0.723999,9320.0,0.574392,1.8510400000000002,94.5608,1.08524,20954.9,horizontally elongated
9057,7445.84,612.8480000000001,536.3,6.0,147.0,300.0,364.839,399.283,350.37199999999996,2280.58,39.0,0.699922,8920.0,0.589521,1.87863,87.4354,1.08409,18616.2,horizontally elongated
9058,18561.9,1333.12,810.294,7.0,373.0,753.0,234.05599999999998,494.574,310.55,1191.06,41.0,0.698296,17380.0,0.61216,1.75301,90.8471,1.09994,29202.7,horizontally elongated
9059,9680.38,580.379,867.6210000000001,8.0,229.0,466.0,437.27099999999996,490.592,388.526,1164.44,29.0,0.714815,12097.0,0.570206,1.92723,90.2566,1.08618,28817.1,horizontally elongated
9060,29109.5,2338.31,684.4989999999999,7.0,269.0,545.0,641.606,262.86,509.85699999999997,4251.51,120.0,0.721643,12124.0,0.6894819999999999,1.9203599999999998,91.7862,1.08159,35534.9,horizontally elongated
9061,34705.1,4112.06,984.829,9.0,282.0,573.0,637.646,428.673,441.56199999999995,731.3660000000001,28.0,0.711489,16127.0,0.5626680000000001,1.71928,92.3735,1.08409,38950.9,horizontally elongated
9062,18670.5,2024.89,630.719,7.0,188.0,383.0,597.566,388.093,423.02099999999996,1060.48,21.0,0.727392,9587.0,0.546026,1.84149,91.8619,1.07615,29953.5,horizontally elongated
9063,32112.1,4106.27,1042.19,6.0,179.0,364.0,410.695,421.034,342.555,731.939,17.0,0.706956,18495.0,0.510157,1.84638,93.3869,1.08086,23704.5,horizontally elongated
9064,27123.1,3028.15,883.2130000000001,6.0,200.0,406.0,220.601,480.08099999999996,330.279,731.7919999999999,16.0,0.700127,18337.0,0.536144,1.82503,90.5983,1.0916,22525.2,horizontally elongated
9065,24480.4,2321.47,678.3919999999999,6.0,247.0,500.0,222.55900000000003,529.48,436.962,1073.33,35.0,0.699109,22642.0,0.619402,1.84139,91.6383,1.09131,25243.2,horizontally elongated
9066,23149.6,2254.47,507.12199999999996,7.0,245.0,497.0,177.67,509.18,440.296,866.204,26.0,0.71343,24428.0,0.5529569999999999,1.85926,95.5889,1.08702,23503.7,horizontally elongated
9067,27530.4,2706.81,903.414,8.0,258.0,524.0,219.392,466.29900000000004,359.727,1764.56,33.0,0.646982,18412.0,0.5898869999999999,1.9396799999999998,88.1997,1.12594,30188.4,horizontally elongated
9068,34360.0,3704.02,1657.12,9.0,324.0,657.0,356.39,346.11,303.873,1632.53,45.0,0.6308189999999999,23885.0,0.600969,1.92315,87.6177,1.13972,33049.8,horizontally elongated
9069,21849.5,3499.25,1432.3,8.0,129.0,266.0,418.596,511.912,438.463,1028.34,13.0,0.696587,9331.0,0.480347,1.6635900000000001,88.5206,1.09128,20539.5,deep projecting cell
9070,5360.71,432.949,523.817,8.0,61.0,130.0,291.801,233.199,329.12199999999996,594.725,14.0,0.6655840000000001,4003.0,0.624309,1.81362,86.59100000000001,1.1114700000000002,7502.08,deep projecting cell
9071,7888.96,692.8939999999999,1018.44,8.0,112.0,232.0,371.444,460.75699999999995,391.389,663.898,13.0,0.713432,8533.0,0.5285770000000001,1.92081,91.8229,1.09217,15199.1,deep projecting cell
9072,15698.6,2128.19,2493.16,8.0,132.0,272.0,453.819,592.439,465.792,1084.08,18.0,0.715171,7587.0,0.545588,1.6845700000000001,81.6216,1.07812,19636.6,deep projecting cell
9073,13315.7,1746.83,1406.95,6.0,173.0,352.0,319.126,331.105,338.30199999999996,567.139,20.0,0.734766,9970.0,0.574026,1.79205,89.1561,1.0838299999999998,14843.4,deep projecting cell
9074,16899.8,1776.1,931.202,7.0,149.0,305.0,268.928,403.31,321.64799999999997,759.962,20.0,0.718912,8428.0,0.515776,1.8368400000000003,90.8047,1.08576,17631.0,deep projecting cell
9075,12138.9,1158.09,637.467,9.0,150.0,309.0,409.05,396.53,386.972,898.8689999999999,30.0,0.6810229999999999,9728.0,0.574732,2.00853,83.4846,1.10753,17923.5,deep projecting cell
9076,12495.6,1772.46,1258.19,4.0,67.0,138.0,459.871,511.149,491.05300000000005,907.65,18.0,0.656566,9826.0,0.6223810000000001,1.72521,88.8713,1.10138,10431.5,deep projecting cell
9077,9118.76,1400.56,590.05,4.0,42.0,88.0,364.921,414.99,340.13199999999995,584.618,11.0,0.643559,7410.0,0.47014700000000004,1.75195,86.4935,1.10812,7736.95,deep projecting cell
9078,13301.2,2048.2,1290.7,4.0,126.0,256.0,237.18900000000002,279.089,185.285,398.89599999999996,15.0,0.734643,6988.0,0.51484,1.9521099999999998,78.1764,1.1131799999999998,9116.91,deep projecting cell
9079,14698.4,1185.61,1270.72,9.0,132.0,273.0,283.723,380.032,349.787,1167.42,18.0,0.6184029999999999,8163.0,0.5346850000000001,1.98426,92.0932,1.12519,19298.8,deep projecting cell
9080,5994.49,558.989,1370.41,4.0,64.0,132.0,436.75800000000004,259.986,313.634,1121.76,19.0,0.6715760000000001,4134.0,0.607065,2.03227,93.0502,1.104,10786.9,deep projecting cell
9081,13427.8,1740.62,830.034,7.0,63.0,133.0,330.96,309.481,287.83099999999996,1653.27,17.0,0.794988,4930.0,0.540304,1.8328,102.024,1.0503799999999999,10219.2,deep projecting cell
9082,12812.3,2527.02,847.01,3.0,51.0,105.0,137.329,492.149,410.837,1062.1,21.0,0.671904,15245.0,0.579527,1.21308,79.546,1.12642,7732.49,pyramidal_hippocampus
9083,10265.1,2162.29,1188.61,2.0,50.0,102.0,145.86,410.21,364.035,852.075,16.0,0.630324,12687.0,0.616675,1.33151,87.1692,1.13166,6696.99,pyramidal_hippocampus
9084,15105.3,2645.4,1192.22,6.0,65.0,136.0,290.26,565.25,548.394,786.2339999999999,30.0,0.761062,25851.0,0.6137,1.5087,84.4775,1.08851,8505.45,pyramidal_hippocampus
9085,9920.6,2013.14,1261.1,10.0,26.0,62.0,257.26,397.31199999999995,261.82,443.166,8.0,0.7228399999999999,14550.0,0.53303,1.11691,87.5457,1.0987200000000001,5214.53,Others
9086,13145.0,6313.77,327.476,4.0,60.0,124.0,185.96,889.38,748.83,943.173,13.0,0.783646,7514.0,0.527918,1.08911,88.9231,1.10334,3490.02,tufted
9087,5261.91,1011.57,465.08099999999996,4.0,58.0,120.0,204.265,292.408,225.16400000000002,467.949,17.0,0.717187,7998.0,0.60619,1.0895299999999999,103.706,1.14935,3172.52,Others
9088,4043.14,956.6360000000001,794.4069999999999,5.0,33.0,71.0,234.38,245.61,235.955,332.477,6.0,0.785683,4960.0,0.584897,1.1618,94.2222,1.0850899999999999,1971.03,Others
9089,8968.11,1356.04,485.57099999999997,10.0,165.0,340.0,257.532,252.736,237.00099999999998,615.76,18.0,0.7052729999999999,13375.0,0.641992,1.2054,91.3434,1.16646,6026.39,Others
9090,3602.34,860.6560000000001,389.51300000000003,6.0,111.0,228.0,67.27,226.58,218.09400000000002,364.515,33.0,0.828451,3425.0,0.8204030000000001,1.3292700000000002,95.8075,1.1029799999999998,1515.95,granule
9091,4580.48,1022.87,619.332,3.0,373.0,749.0,162.43,124.37,136.82399999999998,254.025,62.0,0.849159,5522.0,0.8807649999999999,1.2881200000000002,88.415,1.10624,2262.31,granule
9092,1707.01,402.606,273.58,4.0,110.0,224.0,46.0687,209.54,187.986,392.776,77.0,0.8403,1774.0,0.8854489999999999,1.24124,90.8626,1.12409,778.1039999999999,granule
9093,3131.38,614.703,345.29,3.0,180.0,363.0,107.34,202.778,210.24,403.04,52.0,0.820025,4383.0,0.84177,1.31116,88.8986,1.12471,1626.22,granule
9094,1637.06,223.94400000000002,268.298,2.0,168.0,338.0,96.6806,181.269,190.338,324.58099999999996,72.0,0.821486,3580.0,0.890336,1.4390399999999999,91.3958,1.11467,1305.98,granule
9095,3439.23,700.3330000000001,372.721,4.0,194.0,392.0,152.1,219.8,237.357,404.335,57.0,0.836665,4076.0,0.8894479999999999,1.16169,91.0353,1.103,1918.5,granule
9096,2963.12,567.091,140.80200000000002,2.0,158.0,318.0,162.611,280.572,288.022,481.43800000000005,62.0,0.81708,3968.0,0.9118129999999999,1.1549,92.0976,1.12006,1705.32,granule
9097,15407.0,5540.45,17070.3,10.0,16.0,42.0,271.14,922.64,627.119,796.35,7.0,0.779827,5178.0,0.375893,1.38539,85.3448,1.07966,4338.33,mitral
9098,14476.6,9363.61,54911.3,5.0,24.0,53.0,224.01,720.41,681.138,875.4680000000001,6.0,0.7493850000000001,3980.0,0.413492,1.36532,96.5178,1.10758,3287.75,mitral
9099,4881.69,2182.79,27335.7,6.0,10.0,26.0,216.9,465.51,279.494,354.298,8.0,0.765467,4281.0,0.65,1.3040399999999999,86.9192,1.0883,1476.13,mitral
9100,16939.0,9771.99,75885.5,6.0,20.0,46.0,548.091,903.799,768.563,942.7330000000001,6.0,0.835015,8692.0,0.506667,1.3814,111.45700000000001,1.05772,4016.66,mitral
9101,11220.0,5149.52,36001.6,7.0,19.0,45.0,249.82,652.6,515.866,678.5210000000001,6.0,0.75284,9423.0,0.386466,1.3217700000000001,98.5927,1.08101,3523.66,mitral
9102,22256.9,11677.9,89408.8,9.0,35.0,79.0,161.64,842.53,597.94,830.075,10.0,0.6929850000000001,14745.0,0.47406099999999995,1.3914600000000001,93.4594,1.12671,5222.62,mitral
9103,18765.9,10444.7,69448.0,8.0,44.0,96.0,115.941,785.0,676.9860000000001,918.529,11.0,0.709118,15207.0,0.462082,1.20818,88.7317,1.11097,5111.22,mitral
9104,26139.4,11908.1,47723.4,8.0,30.0,68.0,160.489,1068.12,651.0880000000001,887.887,9.0,0.723009,18563.0,0.46740699999999996,1.15085,81.8721,1.1057,7121.64,mitral
9105,8882.9,3409.56,15552.5,5.0,18.0,41.0,122.24,1218.02,829.653,930.216,6.0,0.7647520000000001,8946.0,0.42816400000000004,1.3179100000000001,73.7041,1.09841,3091.34,mitral
9106,10002.8,3546.81,22137.7,5.0,29.0,63.0,171.56,429.69,418.056,556.832,7.0,0.747628,9984.0,0.48248500000000005,1.06053,89.2472,1.10214,3349.63,mitral
9107,16932.5,11249.6,16999.9,6.0,26.0,58.0,139.09,978.89,657.169,843.965,9.0,0.7513,9871.0,0.47493599999999997,0.81106,90.6464,1.09952,3629.14,mitral
9108,9889.46,4176.74,32429.3,6.0,25.0,56.0,102.78,325.6,381.267,589.93,8.0,0.712386,7712.0,0.535111,1.1805700000000001,88.027,1.1115,2702.89,mitral
9109,5464.29,1565.82,12337.0,9.0,15.0,39.0,162.61,411.84,260.173,365.111,5.0,0.769473,6165.0,0.295043,1.12568,74.2337,1.07914,2358.52,mitral
9110,21581.3,13421.3,28068.3,8.0,36.0,80.0,267.7,609.26,607.418,880.205,9.0,0.683718,11964.0,0.47377299999999994,1.2620200000000001,92.7794,1.13065,4597.81,mitral
9111,17489.8,8726.21,47177.0,7.0,39.0,85.0,434.79,958.75,724.0319999999999,943.4830000000001,9.0,0.768271,12428.0,0.48795600000000006,1.07273,96.9207,1.0986,4882.95,mitral
9112,24721.1,11102.3,26777.0,9.0,66.0,141.0,162.86,1027.83,589.431,881.732,16.0,0.704676,17307.0,0.619495,1.24556,87.8128,1.13821,6620.36,mitral
9113,15895.4,7022.48,45237.9,10.0,21.0,52.0,162.9,991.82,659.245,944.183,8.0,0.69795,10492.0,0.479781,1.09049,93.2155,1.1535799999999998,4351.92,mitral
9114,25110.9,12604.5,71164.1,8.0,38.0,84.0,237.46,1089.5,825.681,1012.5,8.0,0.722154,14337.0,0.404706,1.04356,80.0167,1.12135,6382.02,mitral
9115,20323.6,9444.79,62451.7,6.0,62.0,130.0,237.78,1100.18,709.8660000000001,934.0419999999999,13.0,0.817253,12776.0,0.558609,1.20811,83.2356,1.07625,5288.56,mitral
9116,38235.2,16286.2,52641.3,10.0,68.0,146.0,233.59900000000002,964.2610000000001,616.758,827.956,13.0,0.7815479999999999,28156.0,0.476396,1.23425,87.9868,1.09143,11340.3,mitral
9117,8512.58,3643.17,28861.8,7.0,26.0,59.0,129.47899999999998,510.87,344.912,564.929,13.0,0.724116,8630.0,0.635379,1.2746,81.9541,1.1109200000000001,2945.32,mitral
9118,14586.2,7323.45,37455.9,7.0,34.0,75.0,221.98,580.1709999999999,516.019,719.096,13.0,0.713208,11153.0,0.53601,1.24079,92.7707,1.12531,4014.72,mitral
9119,11126.8,4781.24,21376.8,7.0,26.0,59.0,461.532,341.43,415.52,594.215,7.0,0.7248359999999999,9151.0,0.46806499999999995,1.2235,93.92299999999999,1.11917,3789.72,mitral
9120,24665.9,13775.7,61868.3,9.0,23.0,55.0,202.112,1177.99,825.4010000000001,1043.26,8.0,0.6951350000000001,14182.0,0.392271,1.14668,86.5483,1.1122,5760.84,mitral
9121,16440.7,12931.8,63810.0,10.0,16.0,42.0,164.641,346.21,229.264,350.61300000000006,6.0,0.640789,6495.0,0.460714,1.22912,109.476,1.17051,2769.98,mitral
9122,10437.6,4359.75,34865.5,8.0,23.0,54.0,128.51,398.02,351.61300000000006,472.86800000000005,9.0,0.73927,8053.0,0.41682700000000006,1.2484,83.2313,1.1129,3494.47,mitral
9123,5427.27,2404.55,15519.4,5.0,33.0,71.0,115.064,220.668,199.597,298.754,8.0,0.744533,4056.0,0.39292,1.32744,79.4769,1.11165,1629.5,mitral
9124,14613.2,7783.36,35163.3,6.0,37.0,80.0,269.31,849.32,695.33,1014.32,10.0,0.762541,9108.0,0.439197,1.29588,68.9497,1.09786,3601.99,mitral
9125,24388.0,14305.9,62264.9,7.0,40.0,87.0,313.53,1190.44,885.215,1023.81,11.0,0.7419979999999999,14338.0,0.6042,1.03102,92.2438,1.1051,5997.96,mitral
9126,11312.6,6500.58,29360.9,6.0,15.0,36.0,163.45,539.09,488.499,809.8860000000001,6.0,0.705486,4366.0,0.43873,1.18567,86.5053,1.12426,2338.59,mitral
9127,11859.3,6305.3,1751.01,3.0,27.0,57.0,317.06,655.32,510.483,653.716,11.0,0.753784,6608.0,0.5659609999999999,1.1247200000000002,92.955,1.10724,3290.04,mitral
9128,31407.0,13855.4,385.228,5.0,50.0,105.0,1302.12,988.52,1452.09,2037.36,14.0,0.708336,23319.0,0.463106,1.04319,85.1049,1.12926,9094.95,mitral
9129,17087.8,8788.24,1405.62,4.0,31.0,66.0,242.583,759.363,495.74199999999996,701.215,11.0,0.7293810000000001,9653.0,0.5857140000000001,1.05526,98.9866,1.11055,4108.35,tufted
9130,16793.0,9970.97,1828.14,4.0,33.0,70.0,109.31,994.06,617.065,900.7869999999999,10.0,0.709917,8908.0,0.525945,1.0969,74.2106,1.12765,4259.83,tufted
9131,13260.6,8503.79,2088.35,3.0,48.0,99.0,647.831,207.84,457.45300000000003,741.543,13.0,0.737133,6939.0,0.504316,1.1496,86.0399,1.1204,3099.69,tufted
9132,5602.21,1623.36,6859.86,6.0,12.0,30.0,102.649,723.61,454.45300000000003,598.712,4.0,0.766353,6514.0,0.30833299999999997,1.03061,102.376,1.10124,2210.12,tufted
9133,9929.66,4523.92,32368.8,4.0,52.0,108.0,126.37,426.13,501.844,807.133,14.0,0.7562260000000001,8681.0,0.57392,1.22329,96.8841,1.11352,2781.13,tufted
9134,6515.84,2342.94,16355.4,5.0,21.0,47.0,250.081,371.66,389.35,586.177,7.0,0.728731,6551.0,0.43575600000000003,1.2302600000000001,89.0903,1.11763,2255.23,tufted
9135,14835.8,8047.32,27997.4,7.0,40.0,87.0,133.99,801.52,663.2080000000001,986.8760000000001,12.0,0.719765,11324.0,0.469617,1.16215,86.7764,1.1402700000000001,3602.4,tufted
9136,10488.9,4452.13,24933.7,5.0,28.0,61.0,290.15,745.0,475.499,983.548,10.0,0.7458859999999999,10802.0,0.436374,1.2144,97.9584,1.1093899999999999,3466.93,tufted
9137,12390.8,5086.45,29908.6,6.0,31.0,68.0,294.78,1241.02,820.008,974.1189999999999,10.0,0.781519,11456.0,0.559242,1.25674,92.2244,1.10164,4029.59,tufted
9138,11723.9,5504.69,12128.7,3.0,37.0,77.0,138.67,550.56,450.644,730.73,8.0,0.749273,7844.0,0.389368,1.0685,94.3484,1.10002,3308.33,tufted
9139,10038.0,4299.1,11134.6,4.0,14.0,32.0,88.8607,943.6,564.086,881.025,8.0,0.767614,6313.0,0.5,1.10185,81.3175,1.09931,2719.79,tufted
9140,6650.34,2196.02,7735.32,5.0,4.0,13.0,102.26,805.99,489.065,744.3739999999999,3.0,0.698835,5570.0,0.5,1.26635,78.2616,1.10436,1978.84,tufted
9141,7529.39,2732.81,16662.6,5.0,19.0,43.0,78.4793,497.01,541.125,746.653,9.0,0.715858,7476.0,0.706767,1.2866799999999998,92.5867,1.1256,2486.02,tufted
9142,10345.5,3854.09,16952.0,7.0,16.0,39.0,176.51,533.53,507.665,827.933,6.0,0.719763,8466.0,0.4913,1.05356,96.3723,1.1125200000000002,3369.8,tufted
9143,10495.8,4742.1,28218.2,10.0,35.0,80.0,417.439,334.81,424.278,651.784,11.0,0.748923,7592.0,0.6237060000000001,1.20492,85.6556,1.10693,3106.36,tufted
9144,10010.3,3117.23,16683.0,8.0,44.0,96.0,170.263,269.861,272.311,537.259,10.0,0.647565,11368.0,0.43597299999999994,1.21127,86.4535,1.15163,4242.66,tufted
9145,10428.2,3746.17,10461.4,5.0,27.0,59.0,264.17,729.26,536.137,907.404,8.0,0.754257,8900.0,0.514478,1.20946,84.1887,1.10606,3242.67,tufted
9146,7594.25,3673.61,22076.8,6.0,23.0,52.0,447.13699999999994,405.34,528.938,844.375,8.0,0.6818960000000001,5931.0,0.43452399999999997,1.25318,83.9685,1.14232,2331.18,tufted
9147,5875.25,2094.09,9665.82,6.0,53.0,112.0,81.1803,265.51,249.43200000000002,348.251,12.0,0.738422,6318.0,0.444845,1.2435399999999999,93.868,1.1319700000000001,2362.24,tufted
9148,7525.94,3829.25,54638.6,7.0,25.0,57.0,103.01,311.51,332.519,520.215,10.0,0.7525569999999999,2482.0,0.5886819999999999,1.5219,98.5109,1.0977299999999999,1616.56,tufted
9149,13135.6,8090.74,124420.0,7.0,26.0,59.0,301.82,544.94,647.606,783.315,10.0,0.76188,6529.0,0.37897800000000004,1.20813,80.2448,1.1086,2690.05,tufted
9150,13562.5,6231.51,27995.7,9.0,49.0,107.0,212.5,675.65,610.993,843.212,11.0,0.7485569999999999,9236.0,0.5340010000000001,1.15289,89.3541,1.0997,3878.36,tufted
9151,10216.8,3810.26,15541.0,7.0,28.0,63.0,227.75,759.04,467.593,615.868,8.0,0.773845,8430.0,0.393204,1.0327600000000001,84.1906,1.09819,3402.43,tufted
9152,10352.7,5770.08,23193.5,7.0,30.0,67.0,109.11,387.09,403.29900000000004,511.431,12.0,0.724633,6208.0,0.607376,1.24237,88.1881,1.10732,2501.76,tufted
9153,282.532,62.755,133.322,1.0,4.0,9.0,13.7501,77.4098,80.2007,92.0988,4.0,0.942707,67.0,0.75,1.8672799999999998,75.9542,1.02512,125.544,granule
9154,411.55,135.217,159.075,1.0,5.0,11.0,14.3592,61.3695,68.2682,80.0645,4.0,0.910407,80.0,0.5,1.45412,51.0784,1.0281200000000001,130.87,granule
9155,275.17900000000003,69.1968,202.90599999999998,1.0,4.0,9.0,16.8729,52.4897,58.6799,65.2619,3.0,0.9513389999999999,65.0,0.333333,1.14174,49.6052,1.01767,128.836,granule
9156,289.08299999999997,76.8039,210.328,1.0,6.0,13.0,14.4103,66.77,69.2257,73.9836,5.0,0.9691190000000001,61.0,0.6,1.38662,48.2636,1.01835,138.144,granule
9157,519.62,117.163,190.392,1.0,8.0,17.0,25.6489,75.9199,81.4096,89.1352,6.0,0.959706,115.0,0.526786,1.44926,52.9056,1.01441,257.633,granule
