,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4652,4945.74,1307.67,650.2180000000001,5.0,8.0,21.0,354.52,650.13,391.45,440.19699999999995,3.0,0.884007,1368.0,0.375,1.7890599999999999,67.8638,1.03962,2137.99,Others
4653,8522.51,3715.76,773.836,4.0,19.0,42.0,242.143,478.514,315.685,360.904,6.0,0.8850100000000001,1861.0,0.531579,1.48069,59.2118,1.02627,3076.03,Others
4654,6220.88,2302.17,1677.75,5.0,26.0,57.0,253.88,472.9,276.702,381.1,7.0,0.854615,1553.0,0.667766,1.6728900000000002,91.6389,1.05018,2621.97,Others
4655,2822.08,598.031,645.746,3.0,13.0,29.0,153.815,253.4,202.812,290.47,4.0,0.8830450000000001,713.0,0.307692,1.44807,80.367,1.0309,1428.29,Others
4656,7142.23,3886.23,1279.98,4.0,9.0,22.0,187.36,520.75,312.504,354.941,4.0,0.908049,1013.0,0.466667,1.4453,58.4671,1.02282,1901.68,Others
4657,3667.08,1153.04,405.30699999999996,5.0,3.0,11.0,227.00900000000001,436.869,262.634,303.199,2.0,0.877633,751.0,0.333333,1.63466,89.6135,1.0286,1392.23,Others
4658,7026.43,1447.41,1308.61,5.0,106.0,217.0,251.595,309.994,353.86199999999997,625.938,17.0,0.8777159999999999,3028.0,0.53554,1.83493,86.9456,1.04101,4120.04,Others
4659,3807.08,956.0089999999999,645.285,3.0,22.0,47.0,181.81400000000002,295.406,200.035,259.259,6.0,0.874394,1027.0,0.490358,1.6432200000000001,76.6494,1.03236,1724.06,Others
4660,4230.23,1150.85,791.998,3.0,20.0,43.0,201.27,507.686,334.952,392.301,8.0,0.892984,1249.0,0.658333,1.84864,77.8347,1.0295299999999998,2021.65,Others
4661,4371.66,1391.95,1487.04,5.0,7.0,19.0,166.14,659.07,465.097,529.63,5.0,0.923787,732.0,0.571429,1.43439,64.1086,1.02131,1742.46,Others
4662,6484.1,2121.13,705.3389999999999,5.0,39.0,83.0,362.10400000000004,607.998,414.61800000000005,467.30400000000003,8.0,0.8830120000000001,1312.0,0.685185,1.8483599999999998,76.923,1.05483,2427.89,Others
4663,9896.74,4866.05,1428.66,7.0,33.0,73.0,336.361,397.14,342.28,390.431,9.0,0.9057879999999999,1597.0,0.596104,1.52247,87.3219,1.0269700000000002,3002.67,Others
4664,4945.15,1559.63,1282.6,5.0,21.0,47.0,124.715,327.28,209.808,393.301,6.0,0.8763,1023.0,0.530159,1.81634,83.4677,1.03801,1996.47,Others
4665,4310.44,717.326,790.202,4.0,39.0,82.0,307.629,760.91,674.323,965.52,16.0,0.896291,1146.0,0.685808,2.0028799999999998,97.2084,1.0542,2626.03,Others
4666,13627.9,3262.32,538.743,5.0,240.0,485.0,583.793,482.994,501.13199999999995,1507.97,31.0,0.8803639999999999,5628.0,0.638919,1.88465,86.7812,1.05313,8518.26,Others
4667,7144.64,1037.64,3237.64,5.0,133.0,271.0,385.49699999999996,468.11800000000005,529.25,1011.04,25.0,0.8773280000000001,3991.0,0.666974,1.87516,82.4272,1.04257,5671.4,Others
4668,4006.75,720.6610000000001,340.324,5.0,28.0,61.0,237.19,538.33,341.44199999999995,463.44,10.0,0.852567,1795.0,0.739286,1.73394,92.1119,1.04158,2413.93,Others
4669,5060.43,1695.9,2223.0,4.0,8.0,20.0,258.117,374.899,317.952,425.417,2.0,0.9257040000000001,485.0,0.25,1.50278,57.798,1.0224799999999998,1634.59,Others
4670,3667.0,1070.59,529.201,3.0,11.0,25.0,340.68,428.401,398.93800000000005,445.559,4.0,0.8941889999999999,880.0,0.409091,1.4371200000000002,73.2666,1.04548,1579.57,Others
4671,5399.01,2846.32,312.53,5.0,7.0,19.0,52.3101,439.58,385.793,444.31199999999995,5.0,0.9012700000000001,503.0,0.714286,1.80562,71.5876,1.0243799999999998,910.197,granule
4672,6185.3,3138.21,289.444,4.0,12.0,28.0,92.4202,373.24,330.056,358.06800000000004,6.0,0.925215,623.0,0.297222,3.02961,63.6213,1.02545,1102.25,granule
4673,6641.11,3154.8,203.202,5.0,8.0,21.0,67.8783,481.42,437.413,469.009,6.0,0.9016120000000001,728.0,0.75,1.96202,72.0908,1.0276299999999998,1224.23,granule
4674,7357.17,4258.19,322.77299999999997,6.0,10.0,26.0,102.33,461.49,448.709,513.789,4.0,0.910983,529.0,0.366667,2.0197599999999998,47.2524,1.03183,1163.16,granule
4675,7185.45,3458.24,258.79400000000004,5.0,8.0,21.0,111.62899999999999,425.05,402.097,464.33,5.0,0.908558,763.0,0.325,2.38541,75.9011,1.0309700000000002,1316.81,granule
4677,6283.62,3325.57,187.93400000000003,2.0,8.0,18.0,76.3504,466.72,406.80800000000005,446.519,3.0,0.938156,598.0,0.333333,2.03498,62.2238,1.02662,1035.78,granule
4678,3991.38,1783.56,245.942,3.0,4.0,11.0,101.031,404.29,380.717,429.664,4.0,0.8479909999999999,449.0,0.75,1.411,93.2477,1.04912,749.6289999999999,granule
4679,5194.22,2809.26,390.327,3.0,6.0,15.0,101.78,385.18,390.098,424.22,4.0,0.915458,415.0,0.533333,5.15142,85.2607,1.02864,826.012,granule
4680,6238.6,3157.04,339.835,5.0,9.0,23.0,141.87,365.38,325.795,376.62300000000005,5.0,0.874157,547.0,0.44444399999999995,2.43814,88.8182,1.0525200000000001,1062.13,granule
4681,7360.79,3824.4,434.13,6.0,5.0,16.0,150.22,326.41,308.936,412.66,3.0,0.8269110000000001,763.0,0.1,1.94356,58.012,1.0549899999999999,1259.04,granule
4682,6481.65,3281.26,308.079,4.0,9.0,22.0,85.2394,435.58,397.95099999999996,442.733,5.0,0.8392940000000001,696.0,0.37037,1.6547,71.2424,1.05393,1148.36,granule
4683,6739.89,3524.01,246.62,4.0,9.0,22.0,93.6091,450.31,413.392,449.41,6.0,0.906101,587.0,0.5,1.767,60.2438,1.03397,1144.37,granule
4684,4817.2,1666.87,233.577,3.0,10.0,23.0,72.3893,563.79,460.592,525.623,6.0,0.8687309999999999,724.0,0.5,1.2456200000000002,78.6772,1.0515,1238.83,granule
4685,3663.34,1295.93,225.03099999999998,2.0,5.0,12.0,122.831,424.8,415.87300000000005,506.851,4.0,0.863675,550.0,0.6,1.23044,54.303000000000004,1.04724,924.794,granule
4686,5686.11,2863.55,202.78400000000002,4.0,14.0,32.0,83.5595,358.6,334.50300000000004,385.14599999999996,5.0,0.922691,532.0,0.45238100000000003,2.10227,72.8898,1.02841,993.573,granule
4687,4503.48,2011.87,354.793,3.0,11.0,25.0,102.92,409.74,370.54,418.66900000000004,6.0,0.872501,479.0,0.48484799999999995,2.6455,78.2267,1.04596,937.596,granule
4688,5185.83,2111.81,340.311,5.0,9.0,23.0,104.322,414.35,395.02,471.61400000000003,4.0,0.897496,554.0,0.214815,1.5304200000000001,72.22,1.0315,1142.53,granule
4689,4911.24,2237.17,158.626,3.0,9.0,21.0,55.1009,338.44,310.342,360.89599999999996,6.0,0.911415,426.0,0.555556,1.827,80.6104,1.03044,971.1360000000001,granule
4690,5492.39,2104.65,317.35200000000003,3.0,13.0,29.0,107.23899999999999,524.19,494.147,601.2669999999999,9.0,0.898805,687.0,0.610256,2.1074,78.7142,1.0320200000000002,1278.68,granule
4691,2858.46,888.575,90.7308,2.0,6.0,14.0,90.6793,362.49,377.465,481.926,5.0,0.8972979999999999,645.0,0.583333,2.28764,78.7928,1.02811,831.6310000000001,granule
4692,4418.96,1587.81,356.36300000000006,7.0,6.0,19.0,65.2899,497.08,482.023,583.955,4.0,0.8680690000000001,682.0,0.333333,1.0521200000000002,68.6338,1.0363200000000001,1133.91,granule
4693,4090.43,1593.59,1434.2,7.0,7.0,21.0,81.4367,344.64,321.008,373.569,4.0,0.840756,633.0,0.457143,1.5405799999999998,73.5846,1.0316,1000.21,granule
4694,4265.89,1595.75,299.113,4.0,10.0,24.0,67.2684,428.59,416.754,460.54699999999997,5.0,0.892927,515.0,0.491429,2.27483,62.7015,1.0366799999999998,1024.33,granule
4695,3796.5,1816.35,71.82600000000001,5.0,4.0,13.0,69.29,250.33,229.734,289.557,3.0,0.849951,394.0,0.333333,1.6403299999999998,84.163,1.0458,672.627,granule
4697,5714.91,2586.31,179.713,3.0,6.0,15.0,87.4494,529.08,504.023,585.135,3.0,0.878389,717.0,0.22222199999999998,1.26766,85.0636,1.03572,1081.35,granule
4699,2677.28,1195.4,149.406,3.0,3.0,9.0,57.5399,286.47,272.441,341.12699999999995,3.0,0.785827,356.0,0.666667,1.2081,105.333,1.1059299999999999,506.67699999999996,granule
4700,3410.25,1271.52,258.564,4.0,6.0,16.0,95.5996,326.01,306.913,342.01300000000003,3.0,0.896752,447.0,0.166667,2.21572,59.8257,1.04539,808.454,granule
4703,3885.93,2200.81,136.188,1.0,3.0,7.0,176.643,239.507,251.468,333.21,2.0,0.795726,401.0,0.0,0.634586,63.1728,1.05892,636.461,granule
4704,4450.11,1777.71,123.978,3.0,3.0,9.0,61.8599,475.48,400.36199999999997,473.912,3.0,0.822159,800.0,0.666667,1.5011299999999999,78.5495,1.0383,947.028,granule
4705,4025.73,1930.97,204.69799999999998,1.0,4.0,9.0,83.7688,299.759,329.58099999999996,390.746,4.0,0.892225,441.0,0.75,1.44635,82.4551,1.03112,712.508,granule
4706,4580.38,2016.15,107.57,4.0,6.0,16.0,95.8799,351.88,339.967,455.731,3.0,0.8838870000000001,586.0,0.388889,1.22977,81.9437,1.03652,876.845,granule
4708,3550.55,1816.86,135.49,2.0,6.0,14.0,168.78,226.82299999999998,263.842,328.833,5.0,0.8767450000000001,317.0,0.583333,3.53784,86.7945,1.05466,617.561,granule
4709,3625.42,1772.5,217.044,2.0,2.0,6.0,52.6889,361.35,335.89099999999996,359.454,2.0,0.894885,299.0,0.5,2.46325,73.9774,1.02968,632.493,granule
4710,4971.73,2430.67,192.47299999999998,4.0,3.0,10.0,40.0804,426.01,393.85,430.87199999999996,2.0,0.911429,455.0,0.333333,1.1551,76.2392,1.0273,843.9630000000001,granule
4711,4492.06,2086.35,222.255,3.0,5.0,13.0,65.0064,333.13,309.066,350.713,4.0,0.895423,539.0,0.6,1.60741,83.3824,1.0269700000000002,832.069,granule
4712,2884.75,1058.89,187.076,1.0,4.0,9.0,189.512,268.868,262.288,401.565,3.0,0.768949,487.0,0.333333,1.22986,103.09,1.08212,703.1210000000001,granule
4714,3510.97,1336.58,282.20599999999996,1.0,5.0,11.0,211.22099999999998,284.922,324.16900000000004,537.394,3.0,0.8756430000000001,608.0,0.4,0.9436950000000001,93.6158,1.0418,826.451,granule
4715,2380.94,774.677,208.66099999999997,2.0,4.0,10.0,135.491,312.61,298.634,423.175,2.0,0.790841,483.0,0.0,1.1693799999999999,84.1566,1.09569,647.703,granule
4716,2760.02,796.025,115.65299999999999,1.0,5.0,11.0,137.99,333.79,353.281,451.36400000000003,4.0,0.847232,394.0,0.5,1.26308,76.7416,1.0612,838.7080000000001,granule
4717,3207.09,1106.44,224.912,4.0,6.0,16.0,76.1208,334.66,274.78700000000003,312.288,4.0,0.907114,409.0,0.388889,2.27758,88.7831,1.02684,827.596,granule
4718,4803.55,2443.56,204.385,1.0,3.0,7.0,95.0702,480.11,504.78,533.236,3.0,0.940774,413.0,0.666667,6.21017,43.626000000000005,1.01634,795.942,granule
4719,5931.17,3221.31,289.472,3.0,6.0,15.0,147.41,382.481,396.358,442.62199999999996,5.0,0.9348190000000001,696.0,0.583333,1.3198,55.7664,1.01144,969.01,granule
4720,5434.35,3018.03,351.561,3.0,3.0,9.0,117.16,408.27,380.64300000000003,419.94300000000004,3.0,0.9379069999999999,428.0,0.666667,1.30683,71.9245,1.02031,842.565,granule
4722,5289.54,2859.5,4759.37,3.0,9.0,21.0,74.0003,309.78,277.246,367.954,6.0,0.928925,485.0,0.351852,6.77728,80.3182,1.02928,898.6489999999999,granule
4723,5858.22,3336.31,380.63300000000004,3.0,9.0,21.0,116.49,281.87,247.965,285.78,4.0,0.9107639999999999,442.0,0.380952,1.39919,51.0248,1.03013,937.487,granule
4724,4923.4,2891.06,108.615,3.0,5.0,13.0,90.2899,387.88,353.051,376.749,4.0,0.9357709999999999,405.0,0.6,3.3362800000000004,40.1986,1.01676,777.975,granule
4725,5598.6,2661.72,233.64700000000002,5.0,7.0,19.0,110.469,357.1,344.82800000000003,432.805,5.0,0.884443,517.0,0.428571,1.20011,117.725,1.03067,1023.67,granule
4726,3748.06,1717.38,193.24099999999999,2.0,4.0,10.0,107.689,352.811,292.818,320.694,3.0,0.9394819999999999,350.0,0.5,1.47128,85.0342,1.01806,719.1519999999999,granule
4727,4918.11,2293.24,85.0115,3.0,7.0,17.0,74.7901,476.36,414.744,469.26099999999997,5.0,0.9213620000000001,424.0,0.47618999999999995,3.73595,69.0174,1.01966,896.207,granule
4728,3845.1,1879.31,199.38299999999998,4.0,4.0,12.0,112.54,324.53,289.089,360.13199999999995,3.0,0.899134,342.0,0.5,2.3708099999999996,64.9826,1.02935,683.35,granule
4729,5646.53,2776.24,246.169,3.0,4.0,11.0,63.7891,505.41,470.398,506.98699999999997,2.0,0.836026,526.0,0.0,1.6595799999999998,83.7215,1.04977,994.75,granule
4730,7547.01,3886.75,275.70599999999996,4.0,19.0,42.0,82.7805,383.12,369.515,440.666,9.0,0.8825569999999999,676.0,0.497767,2.10147,85.5131,1.04368,1310.61,granule
4731,5182.09,2505.68,139.616,3.0,10.0,23.0,103.48,411.88,388.36,421.79,5.0,0.917358,443.0,0.6,2.3965099999999997,86.8245,1.02641,912.0219999999999,granule
4732,3981.06,2066.25,210.955,4.0,4.0,12.0,126.35,262.32,242.308,311.315,4.0,0.908956,413.0,0.75,1.66726,44.9149,1.0298,705.687,granule
4733,5102.01,2334.28,271.61400000000003,5.0,2.0,9.0,121.14,407.78,398.834,479.18699999999995,2.0,0.811299,525.0,0.5,1.2753700000000001,80.1477,1.0494,935.408,granule
4734,4215.9,2171.77,206.19799999999998,2.0,5.0,12.0,66.3096,238.55,216.298,252.96400000000003,3.0,0.877342,404.0,0.4,1.4361700000000002,83.0304,1.04041,711.166,granule
4735,6167.34,3240.23,341.145,4.0,6.0,16.0,172.8,335.379,294.353,340.29699999999997,5.0,0.934933,565.0,0.555556,1.4369399999999999,73.9837,1.01785,1015.42,granule
4736,3214.91,1098.18,146.381,2.0,5.0,12.0,100.781,404.63,366.95099999999996,409.325,3.0,0.8909959999999999,470.0,0.4,2.98464,59.4455,1.02528,824.837,granule
4737,4460.66,1877.05,270.507,3.0,7.0,17.0,206.90900000000002,328.89,293.407,337.358,4.0,0.9194899999999999,628.0,0.428571,1.3132,64.1172,1.0209,1023.03,granule
4738,4609.87,1812.43,178.06900000000002,2.0,11.0,24.0,181.51,432.14,394.56800000000004,440.704,5.0,0.9174180000000001,581.0,0.49350600000000006,2.09815,67.4684,1.0286799999999998,1106.35,granule
4740,3374.88,1673.59,17.9479,2.0,6.0,14.0,101.2,196.92,199.84900000000002,243.333,5.0,0.893589,279.0,0.583333,2.26848,102.12899999999999,1.04661,583.53,granule
4742,5401.78,2679.59,232.66,4.0,3.0,10.0,169.86,398.89,372.87699999999995,436.69699999999995,3.0,0.873814,601.0,0.666667,0.8560399999999999,85.197,1.03536,930.84,granule
4743,4772.94,2166.61,149.955,5.0,4.0,13.0,86.7304,392.91,364.006,394.81199999999995,2.0,0.853159,524.0,0.25,1.54998,79.2746,1.0551,903.1260000000001,granule
4745,9507.07,5756.32,265.474,3.0,9.0,21.0,148.559,384.69,358.17,482.023,7.0,0.878508,609.0,0.703704,4.28595,74.6048,1.01954,1353.57,granule
4746,4919.93,2276.85,270.178,3.0,7.0,17.0,108.979,366.719,323.54400000000004,377.509,4.0,0.888782,422.0,0.5,1.9552599999999998,68.9133,1.03993,909.572,granule
4747,5675.83,2668.01,331.275,3.0,8.0,19.0,163.0,397.63,380.23,445.57800000000003,7.0,0.848858,606.0,0.6875,1.54561,73.7911,1.0546799999999998,1055.29,granule
4748,6782.91,3607.34,358.783,2.0,12.0,26.0,110.14,320.67,304.553,332.347,6.0,0.8849819999999999,544.0,0.419444,2.80004,68.7217,1.05046,1112.19,granule
4749,5957.14,2785.21,319.161,3.0,8.0,19.0,100.65,422.68,409.135,466.28,4.0,0.916997,590.0,0.43452399999999997,1.7421,65.2826,1.0238,1101.13,granule
4750,4012.11,1826.64,121.223,1.0,3.0,7.0,134.48,386.26,409.166,471.11300000000006,3.0,0.9067930000000001,415.0,0.666667,1.53274,74.1501,1.03203,750.466,granule
4751,4802.64,2325.78,228.701,3.0,6.0,15.0,166.84,360.82,351.545,443.73699999999997,4.0,0.911006,460.0,0.388889,1.59416,79.5579,1.03954,854.7310000000001,granule
4752,5292.32,2776.24,195.903,3.0,5.0,13.0,88.5104,438.86,393.43699999999995,434.464,4.0,0.8971399999999999,468.0,0.5,1.4984899999999999,48.8505,1.03446,920.207,granule
4753,5038.79,2467.25,293.365,2.0,9.0,20.0,94.7595,352.53,304.48900000000003,352.23199999999997,5.0,0.906063,543.0,0.44444399999999995,2.36751,73.6879,1.02997,918.1610000000001,granule
4754,5541.87,2313.91,102.551,4.0,7.0,18.0,74.0791,417.85,398.31199999999995,486.218,5.0,0.851816,737.0,0.419048,1.3873,84.76899999999999,1.04487,1108.21,granule
4755,3209.09,1446.42,147.951,3.0,9.0,21.0,53.8095,247.68,222.516,255.793,6.0,0.842766,438.0,0.611111,1.22354,81.9259,1.05094,619.268,granule
4756,2167.28,854.332,26.25,3.0,1.0,5.0,104.531,165.148,157.779,176.334,1.0,0.831499,301.0,0.0,1.15644,111.836,1.05667,457.69300000000004,granule
4757,4288.34,2019.3,186.695,3.0,5.0,13.0,113.76,374.05,333.29900000000004,450.92,5.0,0.805033,590.0,0.8,1.19115,71.2379,1.05996,802.2860000000001,granule
4759,5542.62,2405.99,97.2583,3.0,5.0,13.0,88.8293,383.191,362.184,433.175,4.0,0.8487399999999999,831.0,0.5,1.18979,70.7399,1.04001,1088.67,granule
4760,5648.45,2512.29,2174.27,10.0,4.0,18.0,59.0,351.98,349.99300000000005,416.509,3.0,0.809963,686.0,0.5,1.04223,96.6708,1.0529,1064.63,granule
4761,5581.6,2671.82,187.222,4.0,5.0,14.0,102.8,382.14,372.541,437.923,3.0,0.879245,559.0,0.4,1.53845,57.7707,1.03614,1005.47,granule
4763,3083.38,1246.85,318.21,4.0,4.0,12.0,112.149,151.04,117.79899999999999,307.535,4.0,0.783659,400.0,0.75,1.4612399999999999,106.539,1.0624799999999999,640.413,granule
4764,7738.32,3808.9,436.213,4.0,8.0,20.0,136.76,514.47,516.226,607.894,4.0,0.8782209999999999,722.0,0.5,1.23235,77.7345,1.03524,1363.8,granule
4765,3798.68,1784.76,139.833,4.0,4.0,12.0,86.2702,346.07,345.74199999999996,387.25,3.0,0.861766,445.0,0.333333,1.61755,78.8019,1.04275,697.727,granule
4766,5295.3,2450.61,14.3696,2.0,4.0,10.0,374.59,213.98,351.546,416.279,4.0,0.9163959999999999,609.0,0.75,1.43185,87.9333,1.02715,976.27,granule
4770,3650.23,1786.93,240.22,2.0,4.0,10.0,102.6,292.46,263.944,314.08799999999997,3.0,0.874991,322.0,0.333333,1.46292,75.5733,1.03595,640.865,granule
4771,3409.77,1366.69,26.3327,2.0,7.0,16.0,80.9099,249.62,258.039,314.73,6.0,0.8655790000000001,458.0,0.657143,1.8517400000000002,105.961,1.05193,716.153,granule
4774,4852.4,2214.26,8.854610000000001,1.0,5.0,11.0,138.859,178.96099999999998,206.69,465.72,4.0,0.86136,470.0,0.5,1.36375,96.9202,1.03512,882.709,granule
4775,6510.78,3581.65,9137.9,5.0,6.0,17.0,114.59,382.36,381.75,427.24,4.0,0.8711120000000001,482.0,0.32222199999999995,1.62848,74.5411,1.0466600000000001,1029.32,granule
4776,5836.0,2750.4,362.407,1.0,7.0,15.0,108.01,445.37,465.306,553.681,5.0,0.873654,630.0,0.45238100000000003,2.28932,71.2825,1.03944,1053.78,granule
4777,1252.12,115.821,485.157,6.0,13.0,32.0,125.88,177.46,113.46600000000001,128.115,4.0,0.9602639999999999,308.0,0.333333,2.0,82.8336,1.01634,1077.2,pyramidal_neocortex
4778,894.429,82.7347,392.156,5.0,10.0,25.0,122.588,161.91,109.546,118.66799999999999,3.0,0.9489629999999999,273.0,0.6,2.0,97.3642,1.00829,769.475,pyramidal_neocortex
4779,747.7539999999999,69.1673,446.157,4.0,9.0,22.0,102.369,142.64,84.0972,95.7186,3.0,0.945465,181.0,0.166667,2.0,102.00399999999999,1.0102,643.2909999999999,pyramidal_neocortex
4780,804.659,74.4309,490.889,6.0,8.0,22.0,93.0741,126.365,85.4668,90.3278,3.0,0.9490129999999999,227.0,0.375,2.0,63.6844,1.0158399999999999,692.245,pyramidal_neocortex
4781,459.584,42.5116,629.997,3.0,4.0,11.0,80.7783,161.01,104.51299999999999,114.993,2.0,0.9525889999999999,130.0,0.25,2.0,90.6088,1.01922,395.379,pyramidal_neocortex
4782,753.625,69.7103,390.926,6.0,6.0,18.0,101.56,146.08,89.4628,92.4899,2.0,0.942574,271.0,0.166667,2.0,85.2754,1.01462,648.341,pyramidal_neocortex
4783,585.9159999999999,54.1972,200.82,4.0,6.0,16.0,119.928,121.486,88.2101,95.6772,3.0,0.9319149999999999,215.0,0.333333,2.0,80.4593,1.0086700000000002,504.06199999999995,pyramidal_neocortex
4784,1098.15,101.579,507.536,6.0,16.0,38.0,142.659,157.29,107.568,114.62100000000001,4.0,0.9482079999999999,339.0,0.354167,2.0,89.8134,1.0082200000000001,944.7330000000001,pyramidal_neocortex
4785,725.079,67.0698,339.455,5.0,6.0,17.0,136.965,138.875,124.389,130.033,3.0,0.9567459999999999,232.0,0.5,2.0,73.9286,1.0066899999999999,623.783,pyramidal_neocortex
4786,714.888,66.1271,441.527,5.0,7.0,19.0,141.532,141.363,94.5785,103.87,2.0,0.9463440000000001,185.0,0.14285699999999998,2.0,64.4712,1.01518,615.016,pyramidal_neocortex
4787,898.087,83.0731,462.24699999999996,6.0,8.0,22.0,105.346,143.86,100.823,104.805,3.0,0.9525549999999999,206.0,0.291667,2.0,61.2829,1.018,772.622,pyramidal_neocortex
4788,1035.86,95.8174,379.538,6.0,14.0,34.0,118.64,149.05100000000002,147.41299999999998,151.251,3.0,0.9625379999999999,219.0,0.23809499999999997,2.0,84.5671,1.01163,891.15,pyramidal_neocortex
4789,832.4889999999999,77.0053,610.634,6.0,8.0,22.0,100.041,198.179,145.769,147.578,4.0,0.941816,194.0,0.375,2.0,72.4102,1.0279200000000002,716.188,pyramidal_neocortex
4790,965.187,89.2798,689.778,6.0,12.0,30.0,109.32,141.74,97.29,114.23200000000001,4.0,0.958633,260.0,0.388889,2.0,84.7136,1.01741,830.347,pyramidal_neocortex
4791,963.572,89.1304,804.044,3.0,11.0,25.0,125.101,225.32,163.87,168.733,4.0,0.9507190000000001,179.0,0.43939399999999995,2.0,63.9056,1.0081200000000001,828.9580000000001,pyramidal_neocortex
4792,1032.0,95.4597,358.88599999999997,4.0,9.0,22.0,136.709,183.97,121.359,133.222,4.0,0.9529569999999999,207.0,0.288889,2.0,81.6086,1.00185,887.824,pyramidal_neocortex
4793,1003.9,92.8611,701.044,4.0,9.0,22.0,132.68,204.03,124.956,138.358,3.0,0.950311,149.0,0.555556,2.0,75.6438,1.01224,863.6560000000001,pyramidal_neocortex
4794,1330.58,123.07799999999999,342.81699999999995,6.0,15.0,36.0,129.161,169.72099999999998,125.31,133.1,6.0,0.953276,294.0,0.366667,2.0,67.1693,1.01134,1144.69,pyramidal_neocortex
4795,1042.32,96.4149,550.852,7.0,8.0,23.0,117.5,183.77,133.977,145.505,2.0,0.933767,247.0,0.25,2.0,80.5683,1.02231,896.707,pyramidal_neocortex
4796,865.693,80.0766,548.351,6.0,6.0,18.0,159.72799999999998,139.38,113.176,123.18700000000001,2.0,0.941616,216.0,0.333333,2.0,87.7132,1.01738,744.753,pyramidal_neocortex
4797,825.225,76.3333,346.621,5.0,6.0,17.0,130.26,193.85,123.32,131.653,3.0,0.939091,266.0,0.333333,2.0,65.4144,1.01482,709.938,pyramidal_neocortex
4798,928.7130000000001,85.906,398.681,4.0,6.0,16.0,164.048,163.451,151.822,176.342,3.0,0.9440709999999999,282.0,0.5,2.0,96.65,1.01319,798.9689999999999,pyramidal_neocortex
4799,973.591,90.0572,579.707,6.0,13.0,32.0,111.18,140.75,89.0147,102.719,5.0,0.9578629999999999,279.0,0.487179,2.0,84.1032,1.0134100000000001,837.577,pyramidal_neocortex
4800,938.0089999999999,86.7658,301.19599999999997,4.0,10.0,24.0,130.799,165.63,107.23,129.55,3.0,0.93314,300.0,0.23333299999999998,2.0,89.7945,1.0116100000000001,806.966,pyramidal_neocortex
4801,676.3489999999999,62.5622,421.773,7.0,6.0,19.0,88.6138,120.456,81.4072,84.0092,2.0,0.9437639999999999,230.0,0.0,2.0,70.0879,1.01502,581.861,pyramidal_neocortex
4802,841.3539999999999,77.8253,485.144,7.0,6.0,19.0,121.71,163.81,120.036,125.33200000000001,2.0,0.964232,196.0,0.5,2.0,60.4978,1.0067700000000002,723.814,pyramidal_neocortex
4803,904.7339999999999,83.6879,636.531,6.0,6.0,18.0,98.0999,185.0,111.37799999999999,117.854,3.0,0.9244190000000001,229.0,0.333333,2.0,58.2657,1.01474,778.34,pyramidal_neocortex
4804,1302.47,120.478,116.48899999999999,6.0,12.0,30.0,177.65900000000002,202.12,172.945,180.00799999999998,4.0,0.943641,222.0,0.5,2.0,80.4909,1.00773,1120.51,pyramidal_neocortex
4805,1415.99,130.97899999999998,770.112,7.0,10.0,27.0,230.85,200.338,186.782,186.782,4.0,0.961358,178.0,0.35,2.0,68.835,1.00755,1218.17,pyramidal_neocortex
4806,1391.93,128.753,884.512,7.0,7.0,21.0,163.27,374.05,250.93099999999998,256.322,3.0,0.95219,252.0,0.428571,2.0,85.5803,1.00708,1197.47,pyramidal_neocortex
4807,569.01,52.6334,276.668,6.0,6.0,18.0,62.7997,213.94099999999997,179.666,184.804,3.0,0.958053,123.0,0.333333,2.0,73.7596,1.0109299999999999,489.51800000000003,pyramidal_neocortex
4808,642.404,59.4224,325.067,4.0,14.0,32.0,91.0122,123.462,82.7088,95.4337,5.0,0.964965,92.0,0.47618999999999995,2.0,74.8383,1.0075,552.659,pyramidal_neocortex
4809,687.0269999999999,63.55,625.87,4.0,4.0,12.0,76.95,189.18900000000002,120.16799999999999,133.09,3.0,0.9478690000000001,176.0,0.25,2.0,118.102,1.00463,591.047,pyramidal_neocortex
4810,824.887,76.3021,812.382,6.0,5.0,16.0,135.046,193.38400000000001,131.79399999999998,143.061,2.0,0.92915,183.0,0.2,2.0,70.6762,1.01867,709.648,pyramidal_neocortex
4811,748.078,69.1972,366.425,5.0,7.0,19.0,87.4208,157.259,109.309,120.27,2.0,0.961126,135.0,0.14285699999999998,2.0,79.949,1.00888,643.569,pyramidal_neocortex
4812,848.3489999999999,78.4723,308.68,5.0,12.0,29.0,83.1998,195.62,111.902,142.731,6.0,0.957234,117.0,0.555556,2.0,71.5256,1.0149700000000001,729.832,pyramidal_neocortex
4813,905.4760000000001,83.7565,571.962,5.0,5.0,15.0,165.58,261.9,184.172,194.204,2.0,0.9328059999999999,226.0,0.0,2.0,69.9286,1.00929,778.9780000000001,pyramidal_neocortex
4814,835.2869999999999,77.264,486.57,5.0,5.0,15.0,124.18,242.05,197.105,201.521,1.0,0.946199,208.0,0.0,2.0,67.9928,1.00593,718.595,pyramidal_neocortex
4815,765.757,70.8325,554.477,3.0,6.0,15.0,140.05100000000002,183.79,118.838,133.168,2.0,0.947051,184.0,0.166667,2.0,90.0002,1.01175,658.778,pyramidal_neocortex
